rms,peak,kurtosis,skewness,crest_factor,shape_factor,impulse_factor,clearance_factor,std,env_BPFO,env_BPFI,env_BSF,env_FTF,env_shaft,spec_centroid,spec_entropy,label,load,rpm
0.13460156763398484,0.4817825948103792,2.8992826743486866,0.011866016572550552,3.5793238019371807,1.2437705141784787,4.451857405546675,5.226519949944342,0.1336768542272595,0.02270507349629992,0.027149373583050185,0.031000344505934474,0.0715601720748735,0.06434371577698182,280.39277317749867,4.5223729993402015,ball,0,1797
0.14088407703486236,0.5090716966067864,3.0728412864693815,-0.008733351143826977,3.6134083235028363,1.2495353357661825,4.515081382768435,5.294569115425924,0.14004591270451053,0.0812615936042001,0.03964165561491035,0.05249475661356714,0.04375414521897334,0.06187134196665671,349.1366571290848,4.542200121239242,ball,0,1797
0.1397956522489914,0.5090716966067864,3.0756031174172067,-0.003104688891683622,3.641541696161436,1.2560333727861421,4.573897898771017,5.388300863251779,0.13895812441985705,0.07198415429724264,0.04872794442116451,0.059791538179110655,0.03612396685861612,0.06958458151469936,281.21883098428566,4.535388584024285,ball,0,1797
0.12950297778785758,0.40608782435129737,2.7445672793824016,-0.009978575583030698,3.1357412106501608,1.2427155473231912,3.896834354857001,4.583165935410116,0.12859533083207977,0.046472410227577976,0.04835129334101862,0.0330263740485132,0.05367417698146593,0.15765953501828767,331.0772717310761,4.566742788015322,ball,0,1797
0.13358742438040397,0.432239880239521,2.600835688376307,-0.023219683851173394,3.2356330114477942,1.2248035698476836,3.9630148631382687,4.612289167432963,0.13271306792679122,0.04154794202861309,0.05464747497744772,0.07260008559862795,0.07938999945118622,0.034411132412721264,297.1732931499405,4.490620388474657,ball,0,1797
0.13912541826953756,0.5204421556886227,2.935563024841547,-0.05525936275637499,3.7408128734630877,1.242507408439372,4.647987708863261,5.447491372035743,0.13828671194328312,0.04449436712062682,0.0723906977841151,0.03628704825322386,0.05650177145432595,0.06423797657462148,288.33457278177207,4.394760891073485,ball,0,1797
0.14004490330248723,0.5204421556886227,3.0942995118143197,-0.06693815073433608,3.7162520264268664,1.2630856689142616,4.693944676653359,5.573802714661107,0.1392516190689811,0.10427933718376309,0.0298985979036793,0.04703167802134568,0.06382286641521827,0.10587478175751248,277.8725066467677,4.441472550257862,ball,0,1797
0.13958550735749836,0.48763025948103794,2.906784530976426,-0.03925630314523891,3.49341610538512,1.2500661967080682,4.367001384377489,5.145180241548139,0.13877257905387697,0.06984436201963332,0.054698462260730774,0.04928743816075379,0.03227126026512355,0.08176137981725691,292.3993390469865,4.490274429840222,ball,0,1797
0.14140714674831326,0.48763025948103794,2.86221487933602,-0.04757919829380595,3.4484131155616753,1.2483663513237397,4.304882898930658,5.0737545423772525,0.1405850715955473,0.01904167898189631,0.0679427380996292,0.03208646934667355,0.08447655824837522,0.08215434442816641,288.7089464541767,4.493711184085783,ball,0,1797
0.1438567627696794,0.5258025149700598,2.9742813219490256,-0.03621904568549167,3.655042035193655,1.2584854170957902,4.599817100163333,5.458330799320625,0.14304187936421212,0.03718743697738472,0.07495284903513591,0.03178001149786905,0.03688143767107187,0.050219854272068216,288.9268718745954,4.40358241314441,ball,0,1797
0.1439013159560478,0.5258025149700598,3.1186069077049186,-0.028181135005817502,3.653910400170748,1.2613589902156928,4.608892732697992,5.453619938638761,0.14310547598721085,0.06499599241921517,0.013551369311773503,0.05452349001528406,0.05134217244981898,0.06575474516202201,250.89064991925582,4.430209887448482,ball,0,1797
0.14166286605696915,0.475447624750499,3.1767453274106816,-0.03849196457722412,3.356190919921807,1.2606772209608885,4.2310734419411915,4.989195578158391,0.1408816900248897,0.06555742814460168,0.028432525230611332,0.06329550445963573,0.08307280801074118,0.050335964999200476,338.3032326998464,4.535597381628288,ball,0,1797
0.13911413153784194,0.475447624750499,2.957315786771373,-0.039880432116300144,3.4176802852064485,1.2477760042520376,4.264499450085866,5.0094477336363035,0.1383127668807996,0.035420635508682234,0.010178236058927674,0.012935079991074006,0.09254014697148602,0.1709012372833148,269.4436104384843,4.33631977792867,ball,0,1797
0.13896952393437317,0.40998626746506983,2.7111783386738453,-0.03371139658300801,2.9501883280443657,1.2416472439489075,3.663093206646522,4.312261521622135,0.1381819403704569,0.04250246478974295,0.022334750613371653,0.02185606359672602,0.07310685735426055,0.058405846141851916,255.94642491168813,4.419746212675496,ball,0,1797
0.13423749823682116,0.4564427145708583,3.002026976365842,-0.07638658244694757,3.400262375015394,1.2589671500167494,4.2808186315823145,5.071072720202276,0.13338428981561495,0.05708435243608663,0.08116124349321921,0.021176790000971252,0.04319675328474508,0.07046550663275267,311.77697266914413,4.601347842166283,ball,0,1797
0.13089780602205997,0.46553908183632736,3.1104259284194513,-0.06907341996161874,3.556507904783911,1.2581409578262273,4.4745882618413795,5.295363169353905,0.13001593321021687,0.05257866169158126,0.07993703498038202,0.03142313100580058,0.03728815737530154,0.09534205324825967,295.00635580792004,4.53467348880563,ball,0,1797
0.12872243152540352,0.46553908183632736,2.87903684196605,-0.0010317197728274342,3.616611932508847,1.2430942723178893,4.495789578498281,5.291679967877063,0.12786482618415512,0.08390287982212798,0.04025905346595128,0.039139255513519856,0.05053051883444942,0.02766275056714512,363.46541131229355,4.657998635190688,ball,0,1797
